Rk,Name,Age,PA,Tm,BtRuns,BtWins,Plays,WPA,WPA+,WPA-,aLI,WPA/LI,Clutch,cWPA,cWPA+,cWPA-,acLI,cClutch,RE24,REW,boLI,RE24/boLI,PHlev,AB,Name-additional
254,Paul Goldschmidt,35,687,STL,19.2,1.9,709,0.6,12.8,-12.2,1.02,1.5,-0.9,0.20%,2.40%,-2.10%,0.3,0.00%,8.9,0.9,0.94,16.8,,0,goldspa01
255,Yan Gomes,35,419,CHC,-3.8,-0.4,421,0.7,7.7,-7,0.99,0,0.7,0.20%,4.80%,-4.60%,1.06,0.20%,-0.5,0,0.98,-5,2.58,7,gomesya01
256,Nick Gonzales,24,128,PIT,-5.2,-0.5,129,-0.7,2,-2.7,1.15,-0.7,0.1,-0.10%,0.40%,-0.50%,0.36,0.20%,-6.2,-0.6,0.92,-8.9,1.11,2,gonzani01
257,Oscar González,25,180,CLE,-11.4,-1.1,183,-1.7,2.6,-4.3,1.17,-1,-0.5,-0.80%,1.30%,-2.00%,0.93,-0.30%,-14.2,-1.4,0.92,-12.1,2.12,6,gonzaos01
258,Romy Gonzalez,26,97,CHW,-6.3,-0.6,104,0.1,1.8,-1.7,1.03,-0.6,0.6,-0.10%,0.50%,-0.60%,0.59,0.10%,-1.6,-0.2,0.95,-5.6,1.22,3,gonzaro01
259,Hunter Goodman,23,77,COL,-4.4,-0.4,78,0.1,1.6,-1.6,1.09,-0.5,0.5,0.00%,0.00%,0.00%,0,,-1.4,-0.1,0.99,-4.7,2.25,2,goodmhu01
260,Nick Gordon*,27,93,MIN,-8.4,-0.8,93,-0.9,1.2,-2.1,1.08,-0.8,-0.1,-0.60%,0.80%,-1.50%,1.22,0.00%,-8.3,-0.8,0.96,-8.3,1.7,10,gordoni01
261,Nolan Gorman*,23,464,STL,9.3,0.9,477,0.9,9.6,-8.7,1.04,1.4,-0.5,0.50%,2.40%,-1.90%,0.38,0.80%,15.3,1.5,0.98,17.9,2.39,10,gormano01
262,Yasmani Grandal#,34,405,CHW,-11.4,-1.1,407,-2.3,6.3,-8.5,1.12,-0.9,-1.2,-0.10%,1.60%,-1.70%,0.38,-0.20%,-15.9,-1.6,0.95,-12.6,2.51,15,grandya01
263,Tristan Gray*,27,5,TBR,1.1,0.1,5,0.3,0.3,0,1.36,0.2,0,0.50%,0.50%,-0.10%,4.1,0.00%,0.6,0.1,0.72,1.3,,0,graytr01
264,Riley Greene*,22,416,DET,8.4,0.8,428,0.6,7.5,-7,0.95,0.5,0.1,0.30%,2.60%,-2.30%,0.54,0.30%,0.7,0.1,0.91,2.6,1.38,3,greenri03
265,Randal Grichuk,31,471,TOT,1.4,0.1,484,-0.7,8.1,-8.8,1.01,-0.2,-0.5,-0.10%,1.10%,-1.20%,0.23,-0.30%,-11.2,-1.1,0.94,-4.1,1.82,5,grichra01
266,Randal Grichuk,31,263,COL,7.2,0.7,274,0.7,5.1,-4.4,0.97,0.4,0.3,0.10%,0.80%,-0.70%,0.28,0.00%,2.5,0.2,0.95,4.3,1.44,2,grichra01
267,Randal Grichuk,31,208,LAA,-5.9,-0.6,210,-1.3,3.1,-4.4,1.06,-0.6,-0.7,-0.20%,0.30%,-0.50%,0.18,-0.50%,-13.6,-1.3,0.92,-8.4,2.07,3,grichra01
268,Trent Grisham*,26,555,SDP,-6,-0.6,583,-1.8,8.5,-10.3,0.98,-0.1,-1.7,-0.70%,3.00%,-3.70%,0.58,-1.10%,-6.9,-0.7,0.95,-3.4,1.7,5,grishtr01
269,Vaughn Grissom,22,80,ATL,-2.5,-0.2,81,0.1,1.2,-1.1,0.84,-0.4,0.5,0.20%,0.80%,-0.60%,0.91,0.50%,-2.8,-0.3,0.92,-4.6,2.21,2,grissva01
270,Robbie Grossman#,33,420,TEX,2.2,0.2,428,0.6,6.7,-6.1,0.89,0.2,0.4,0.60%,5.90%,-5.30%,1.33,0.30%,-1.4,-0.1,0.96,-0.2,0.61,8,grossro01
271,Vladimir Guerrero Jr.,24,682,TOR,15.4,1.5,703,2.4,14.4,-12,1.03,1.9,0.4,1.60%,9.10%,-7.60%,1.09,0.40%,17.9,1.8,0.93,18.3,5.05,1,guerrvl02
272,Luis Guillorme*,28,120,NYM,-4.4,-0.4,120,-1.2,1.5,-2.6,1.09,-0.7,-0.3,-0.50%,0.60%,-1.20%,0.82,-0.30%,-10.2,-1,0.99,-6.6,2.81,8,guilllu01
273,Lourdes Gurriel Jr.,29,592,ARI,4.5,0.4,612,0,11.5,-11.5,1.02,-0.2,0.2,0.20%,8.70%,-8.50%,1.27,0.30%,-1.5,-0.1,0.94,-1.1,1.63,4,gurrilo01
274,Yuli Gurriel,39,329,MIA,-8.5,-0.8,337,-1.8,4.7,-6.5,1.07,-1.4,-0.2,-1.10%,3.10%,-4.10%,1.16,-0.10%,-15.9,-1.5,0.97,-16.1,1.45,18,gourryu01
275,Dalton Guthrie,27,28,PHI,-1.9,-0.2,29,-0.2,0.3,-0.5,0.89,-0.2,0,-0.10%,0.10%,-0.30%,0.76,0.00%,-1.6,-0.2,0.83,-2.2,0,1,guthrda01
276,Eric Haase,30,293,TOT,-21.6,-2.2,301,-1.3,4.6,-5.9,1.07,-2,0.8,-0.40%,1.80%,-2.20%,0.68,0.60%,-23,-2.3,0.98,-26.2,1.66,14,haaseer01
277,Eric Haase,30,282,DET,-20.7,-2.1,289,-1.3,4.4,-5.6,1.05,-1.9,0.7,-0.40%,1.70%,-2.10%,0.68,0.60%,-21.9,-2.2,0.98,-24.9,1.66,14,haaseer01
278,Eric Haase,30,11,CLE,-0.9,-0.1,12,-0.1,0.2,-0.3,1.4,-0.1,0.1,-0.10%,0.10%,-0.10%,0.79,0.00%,-1.1,-0.1,1.11,-1.3,,0,haaseer01
279,Sam Haggerty#,29,108,SEA,0.9,0.1,121,-0.8,1.5,-2.3,1.05,-0.2,-0.6,-0.10%,2.00%,-2.10%,1.89,0.10%,1.2,0.1,0.94,1.9,1.58,14,haggesa01
280,Darick Hall*,27,56,PHI,-6.2,-0.6,56,-0.9,0.5,-1.4,1.09,-0.8,0,-0.50%,0.30%,-0.80%,1.06,0.00%,-9.6,-1,0.97,-9.5,1.29,4,hallda02
281,Billy Hamilton,32,2,CHW,-0.6,-0.1,6,0.1,0.4,-0.3,3.35,0.1,0,0.00%,0.10%,-0.10%,1.62,0.00%,0.2,0,1.46,0.2,,0,hamilbi02
282,Caleb Hamilton,28,6,BOS,-1.1,-0.1,6,-0.1,0,-0.1,1.1,-0.1,0,0.00%,0.00%,-0.10%,0.74,0.00%,-1.3,-0.1,1.16,-1.2,,0,hamilca01
283,David Hamilton*,25,39,BOS,-3.6,-0.4,43,-0.4,0.4,-0.8,0.93,-0.3,-0.1,-0.20%,0.10%,-0.30%,0.62,-0.10%,-3.7,-0.4,0.89,-3.8,,0,hamilda03
284,Garrett Hampson,28,252,MIA,0.2,0,270,0.2,4.7,-4.5,1.01,0.4,-0.2,0.20%,3.40%,-3.20%,1.22,-0.10%,-2.7,-0.3,0.98,1.9,0.58,9,hampsga01
285,Mitch Haniger,32,229,SFG,-8.1,-0.8,231,-0.9,3.7,-4.6,1,-1,0.1,-0.50%,1.90%,-2.50%,0.88,0.00%,-9.6,-1,0.97,-11.5,1.65,6,hanigmi01
286,Ian Happ#,28,691,CHC,13.2,1.3,711,1.8,12.9,-11.1,0.98,1.3,0.6,1.30%,8.20%,-6.90%,1.02,0.60%,16.7,1.6,0.94,13.1,1.09,1,happia01
287,Bryce Harper*,30,546,PHI,33.4,3.2,563,5.8,13.9,-8.1,1.03,3.5,2.2,2.40%,6.60%,-4.20%,0.86,0.70%,32.3,3.1,0.9,34.6,5.09,1,harpebr03
288,Michael Harris II*,22,539,ATL,8.9,0.9,568,0.4,8.8,-8.4,0.87,0.3,0.2,0.20%,3.30%,-3.10%,0.54,0.20%,-5.3,-0.5,0.92,2.9,1.26,0,harrimi04
289,Josh Harrison,35,114,PHI,-6.8,-0.7,117,-1.3,1.1,-2.4,0.95,-0.5,-0.8,-0.70%,0.60%,-1.30%,0.85,-0.50%,-8.4,-0.8,0.89,-8.7,1.54,12,harrijo05
290,Adam Haseley*,27,39,CHW,-2.3,-0.2,41,0,0.8,-0.8,1.02,-0.2,0.2,0.00%,0.10%,-0.20%,0.34,0.10%,-2,-0.2,0.94,-1.7,1.37,3,haselad01
291,Ke'Bryan Hayes,26,525,PIT,2,0.2,542,-0.1,9.8,-9.9,1.01,-0.1,0.1,-0.70%,3.40%,-4.10%,0.66,-0.60%,-1.3,-0.1,0.97,1.4,2.5,2,hayeske01
292,Austin Hays,27,566,BAL,10.5,1,575,0.1,9.6,-9.5,0.93,1,-0.9,0.00%,6.20%,-6.20%,1,-0.60%,-4.4,-0.4,0.94,5.8,1.73,3,haysau01
293,Austin Hedges,30,212,TOT,-18.8,-1.8,214,-1.7,2.1,-3.9,0.93,-1.8,0,-1.10%,1.30%,-2.40%,0.93,-0.10%,-20.8,-2,0.99,-21.8,,1,hedgeau01
294,Austin Hedges,30,187,PIT,-15.9,-1.6,188,-1.5,2.1,-3.6,0.98,-1.6,0.1,-0.80%,1.20%,-2.00%,0.91,0.10%,-19,-1.9,0.98,-19.4,,0,hedgeau01
295,Austin Hedges,30,25,TEX,-3,-0.3,26,-0.3,0.1,-0.3,0.58,-0.2,-0.2,-0.30%,0.10%,-0.40%,1.07,-0.10%,-1.8,-0.2,1.04,-2.5,,1,hedgeau01
296,Jonah Heim#,28,501,TEX,1.6,0.2,509,1.1,9.7,-8.6,0.97,0.5,0.7,1.70%,9.80%,-8.10%,1.57,0.80%,21.6,2.1,0.96,6.4,1.35,4,heimjo01
297,Tyler Heineman#,32,47,TOT,0.2,0,50,0,0.5,-0.5,0.65,0,0,-0.10%,0.20%,-0.30%,0.58,-0.10%,1.3,0.1,0.84,0.4,0.03,1,heinety01
298,Tyler Heineman#,32,10,PIT,-1.4,-0.1,11,-0.1,0,-0.1,0.51,-0.1,0,0.00%,0.00%,-0.10%,0.49,0.00%,-1,-0.1,0.61,-1.4,,0,heinety01
299,Tyler Heineman#,32,37,TOR,1.7,0.2,39,0.1,0.5,-0.3,0.69,0.2,0,0.00%,0.20%,-0.20%,0.61,-0.10%,2.3,0.2,0.9,1.8,0.03,1,heinety01
300,Gunnar Henderson*,22,622,BAL,18.2,1.8,652,1.3,11.2,-9.9,0.9,2,-0.6,1.10%,7.50%,-6.40%,0.98,-0.10%,19.2,1.9,0.93,16.8,1.34,6,hendegu01
301,David Hensley,27,94,HOU,-10.9,-1.1,97,-0.7,1,-1.7,0.91,-0.9,0.1,-0.40%,0.60%,-1.00%,0.88,0.00%,-10.2,-1,0.93,-10.6,0.45,6,henslda01
302,Enrique Hernández,31,508,TOT,-17.4,-1.7,518,-0.9,7.7,-8.6,0.92,-1.3,0.3,-0.50%,3.00%,-3.50%,0.62,0.10%,-17.8,-1.7,0.96,-18.3,1.45,8,hernaen02
303,Enrique Hernández,31,323,BOS,-16.5,-1.7,328,-1.4,4.6,-6,0.98,-1.5,0.1,-0.80%,2.10%,-2.90%,0.77,0.00%,-20.7,-2,0.96,-19.5,0.91,3,hernaen02
304,Enrique Hernández,31,185,LAD,-0.9,-0.1,190,0.5,3.1,-2.6,0.82,0.2,0.4,0.30%,0.90%,-0.60%,0.36,0.70%,2.9,0.3,0.95,1.2,1.77,5,hernaen02
305,Teoscar Hernández,30,678,SEA,5,0.5,697,-1.5,11.3,-12.8,1.02,-0.1,-1.4,-1.60%,7.90%,-9.50%,1.27,-1.20%,1.6,0.2,0.98,-0.8,4.59,1,hernate01
306,Yonny Hernández#,25,27,LAD,-2.6,-0.3,27,-0.3,0.3,-0.6,1.11,-0.3,0,-0.30%,0.20%,-0.50%,1.47,0.00%,-1.4,-0.1,1.07,-3,0.54,5,hernayo02
307,Iván Herrera,23,44,STL,1,0.1,45,-0.6,0.5,-1.1,1.07,0.1,-0.7,0.00%,0.00%,0.00%,0.05,-0.30%,-2.3,-0.2,1.06,-0.4,,0,herreiv01
308,José Herrera#,26,120,ARI,-6.1,-0.6,126,-0.4,1.8,-2.2,1,-0.5,0.1,-0.30%,1.20%,-1.50%,1.16,0.00%,-5.3,-0.5,0.97,-6.8,0,1,herrejo04
309,Jason Heyward*,33,377,LAD,8.2,0.8,387,-0.2,6.2,-6.4,0.97,1.1,-1.4,-0.30%,3.20%,-3.50%,0.89,-1.10%,3.4,0.3,0.93,8.6,1.53,17,heywaja01
310,Aaron Hicks#,33,312,TOT,3.5,0.3,319,0.6,5.4,-4.9,0.93,0.3,0.4,0.30%,3.50%,-3.20%,1,0.20%,9.3,0.9,0.93,5.1,2.13,6,hicksaa01
311,Aaron Hicks#,33,76,NYY,-5.3,-0.5,76,-0.4,0.8,-1.2,0.86,-0.4,0,-0.20%,0.50%,-0.70%,0.8,0.00%,-3.7,-0.4,0.93,-6.2,0.95,1,hicksaa01
312,Aaron Hicks#,33,236,BAL,8.8,0.9,243,1,4.6,-3.6,0.95,0.7,0.3,0.50%,3.10%,-2.50%,1.06,0.10%,13,1.3,0.93,11.3,2.37,5,hicksaa01
313,Kyle Higashioka,33,260,NYY,-5.4,-0.5,260,-0.5,3.9,-4.3,0.83,-0.1,-0.5,-0.20%,1.60%,-1.80%,0.58,-0.20%,-6,-0.6,0.93,-4.6,1.93,2,higasky01
314,Derek Hill,27,50,WSN,-5.5,-0.5,52,-0.6,0.4,-1,1.01,-0.5,-0.2,0.00%,0.00%,0.00%,0.05,-0.10%,-6.8,-0.7,1.03,-5.1,,0,hillde01
315,Sam Hilliard*,29,78,ATL,-1,-0.1,85,-0.1,1.3,-1.4,1.01,-0.1,-0.1,-0.10%,0.90%,-1.00%,1.19,0.00%,-2.5,-0.2,0.89,-2,1.47,5,hillisa01
316,Nico Hoerner,26,688,CHC,-2.5,-0.2,745,0.9,11.8,-10.9,0.98,0.5,0.5,0.50%,6.90%,-6.40%,0.98,0.20%,14,1.3,0.94,6.5,4.79,1,hoernni01
317,TJ Hopkins,26,44,CIN,-5.4,-0.5,46,-0.2,0.6,-0.7,1.05,-0.6,0.4,-0.10%,0.30%,-0.40%,1.02,0.20%,-6.2,-0.6,0.97,-6.5,2.11,3,hopkitj01
318,Spencer Horwitz*,25,44,TOR,0.2,0,46,-0.2,0.8,-1,1.23,0.1,-0.2,-0.10%,0.50%,-0.60%,1.35,-0.10%,1.1,0.1,1.09,0.1,3.5,5,horwisp01
319,Eric Hosmer*,33,100,CHC,-5.1,-0.5,102,-0.4,1.7,-2,1.08,-0.3,0,-0.20%,1.00%,-1.20%,1.07,0.00%,-4.6,-0.4,0.95,-2.2,2.23,4,hosmeer01
320,Sam Huff,25,45,TEX,0.4,0,46,-0.1,0.5,-0.6,0.72,0,-0.2,-0.10%,0.40%,-0.50%,1.03,-0.10%,-1.3,-0.1,1,0.2,,2,huffsa01
321,Cooper Hummel#,28,26,SEA,-3.3,-0.3,27,-0.3,0.3,-0.6,1.32,-0.4,0.1,-0.20%,0.20%,-0.30%,1.12,0.10%,-3.3,-0.3,0.82,-3.9,,2,hummeco01
322,Andy Ibáñez,30,383,DET,0.1,0,387,-0.2,6.2,-6.4,0.93,0,-0.2,-0.40%,1.20%,-1.70%,0.37,-1.00%,1.8,0.2,0.92,-2.4,1.36,17,ibanean01
323,Jonathan India,26,529,CIN,1.6,0.2,555,-0.4,9.8,-10.2,1.04,0.2,-0.6,-0.80%,5.50%,-6.20%,1.01,-0.90%,-7.1,-0.7,0.93,2.4,,1,indiajo01
324,Kyle Isbel*,26,313,KCR,-8,-0.8,326,-1.8,4.6,-6.4,1.05,-1,-0.7,-0.10%,0.50%,-0.60%,0.18,-0.50%,-5.1,-0.5,0.93,-11,1.55,4,isbelky01
325,Travis Jankowski*,32,287,TEX,-2.2,-0.2,313,0,4.8,-4.9,0.99,0.2,-0.3,-0.20%,4.10%,-4.30%,1.42,-0.30%,9.1,0.9,1.01,2,0.84,8,jankotr01
326,Danny Jansen,28,301,TOR,5,0.5,302,0.6,6.5,-6,1.08,0.7,-0.2,0.40%,4.20%,-3.80%,1.16,-0.10%,12.5,1.2,0.96,5.9,2.12,5,janseda01
327,Ryan Jeffers,26,335,MIN,14.3,1.4,342,0.4,6.4,-6,1.03,0.7,-0.3,0.10%,3.10%,-3.00%,0.87,-0.30%,0.7,0.1,0.96,9.8,2.25,6,jeffery01
328,Eloy Jiménez,26,489,CHW,1.7,0.2,492,-0.1,9,-9,1.02,0,0,0.10%,1.60%,-1.50%,0.29,0.20%,5.6,0.5,0.93,-0.8,1.22,2,jimenel02
329,Connor Joe,30,472,PIT,5.1,0.5,489,-1.4,7.4,-8.8,1.01,-0.1,-1.3,-0.70%,2.80%,-3.50%,0.64,-1.00%,-5.1,-0.5,0.94,-2,1.57,22,joeco01
330,Bryce Johnson#,27,48,SFG,-3.9,-0.4,52,0,0.5,-0.5,0.74,-0.4,0.4,0.00%,0.30%,-0.30%,0.69,0.30%,-4.9,-0.5,0.96,-4.4,2.54,1,johnsbr03
331,Jahmai Jones,25,11,MIL,-0.6,-0.1,12,0.2,0.5,-0.3,1.24,0,0.1,0.10%,0.40%,-0.30%,1.81,0.00%,0.7,0.1,1.07,0,3.86,1,jonesja08
332,Nolan Jones*,25,424,COL,20.9,2,453,2.8,9.1,-6.2,0.95,2.6,0.5,0.10%,0.40%,-0.30%,0.07,0.50%,27.1,2.5,0.9,25.6,0.77,2,jonesno01
333,Aaron Judge,31,458,NYY,41.1,4,471,3,9.7,-6.7,0.95,4.2,-1,1.60%,3.70%,-2.10%,0.54,1.00%,47.3,4.5,0.9,48.9,2.53,2,judgeaa01
334,Edouard Julien*,24,408,MIN,16.7,1.6,425,0,6.9,-6.8,0.96,1.4,-1.3,-0.10%,3.10%,-3.20%,0.75,-0.90%,13.1,1.3,0.91,19.2,1.72,14,julieed01
335,Corey Julks,27,323,HOU,-8.6,-0.9,348,-1,4.5,-5.5,0.9,-0.8,-0.2,-1.10%,3.20%,-4.20%,1.13,-0.50%,-9.3,-0.9,0.94,-10.2,2.68,9,julksco01
336,Josh Jung,25,515,TEX,4.5,0.4,526,-0.4,8.8,-9.2,0.94,0.3,-0.7,-1.00%,7.30%,-8.30%,1.4,-0.90%,3.4,0.3,1,5.9,2.97,1,jungjo01
337,Connor Kaiser,26,4,COL,-1.2,-0.1,4,-0.1,0,-0.1,0.72,-0.1,0,0.00%,0.00%,0.00%,0.06,0.00%,-0.8,-0.1,0.68,-1.2,,0,kaiseco01
338,Jarred Kelenic*,23,416,SEA,5.8,0.6,444,1.4,8.3,-6.9,0.96,0.8,0.6,0.80%,5.10%,-4.30%,1.03,0.30%,5.2,0.5,0.94,4.6,1.21,5,kelenja01
339,Carson Kelly,28,151,TOT,-8.4,-0.8,154,-1.2,2.1,-3.2,1.06,-0.9,-0.3,-0.80%,0.80%,-1.60%,0.83,-0.40%,-7.2,-0.7,0.91,-9.7,,0,kellyca02
340,Carson Kelly,28,92,ARI,-4.7,-0.5,94,-0.9,0.9,-1.8,0.98,-0.6,-0.3,-0.80%,0.70%,-1.50%,1.32,-0.20%,-5.5,-0.5,0.84,-6.6,,0,kellyca02
341,Carson Kelly,28,59,DET,-3.6,-0.4,60,-0.3,1.1,-1.4,1.18,-0.3,0,0.00%,0.00%,-0.10%,0.07,-0.20%,-1.7,-0.2,1.02,-3,,0,kellyca02
342,Tony Kemp*,31,419,OAK,-10,-1,443,-0.9,6.9,-7.8,1.06,-1.3,0.4,0.00%,0.80%,-0.80%,0.17,0.70%,-15.9,-1.6,0.96,-15.1,1.85,15,kempto01
343,Buddy Kennedy,24,29,ARI,-1.6,-0.2,29,-0.2,0.3,-0.5,0.9,-0.2,0,-0.20%,0.10%,-0.30%,0.86,0.00%,-2.5,-0.2,0.96,-2,0.24,3,kennebu01
344,Max Kepler*,30,491,MIN,12.6,1.2,502,0.8,9.4,-8.6,1.07,0.8,-0.1,0.10%,4.70%,-4.60%,0.91,-0.30%,10.8,1.1,0.97,8.2,1.67,12,keplema01
345,Grae Kessinger,25,45,HOU,-1.6,-0.2,46,-0.2,0.6,-0.7,0.82,-0.1,-0.1,-0.10%,0.50%,-0.60%,1.18,-0.10%,-2.6,-0.3,0.85,-2.4,0.61,6,kessigr01
346,Carter Kieboom,25,94,WSN,-3.5,-0.3,95,-0.1,1.7,-1.7,0.99,-0.5,0.4,0.00%,0.00%,0.00%,0.02,-0.50%,-3.4,-0.3,0.93,-4.5,2.28,2,kieboca01
347,Kevin Kiermaier*,33,408,TOR,2,0.2,427,-0.3,6.9,-7.3,0.99,-0.1,-0.2,-0.20%,4.30%,-4.50%,1.03,-0.10%,-9.5,-0.9,0.95,-3.2,,0,kiermke01
348,Ha-Seong Kim,27,626,SDP,10,1,682,0.9,10.6,-9.7,0.93,1.1,-0.1,0.60%,3.70%,-3.10%,0.5,0.20%,6.5,0.6,0.96,10.2,1.37,3,kimha01
349,Isiah Kiner-Falefa,28,361,NYY,-10.2,-1,388,-0.9,5.4,-6.2,0.91,-1.1,0.1,-0.10%,2.60%,-2.60%,0.65,0.60%,-4.5,-0.4,0.92,-10.8,1.79,8,kineris01
350,Alex Kirilloff*,25,319,MIN,7.1,0.7,322,0,5.8,-5.7,1.03,0.4,-0.4,0.20%,3.20%,-2.90%,0.89,0.00%,1.7,0.2,0.97,3.7,1.3,11,kirilal01
351,Alejandro Kirk,24,422,TOR,-2.5,-0.2,425,-2.5,6.5,-9,1.09,-0.9,-1.4,-1.60%,4.20%,-5.90%,1.18,-0.90%,-13.7,-1.4,0.99,-9.7,2.77,17,kirkal01
352,Heston Kjerstad*,24,33,BAL,0.1,0,33,-0.1,0.5,-0.6,1,0.1,-0.2,-0.20%,0.20%,-0.40%,1.05,-0.30%,0.5,0.1,0.81,1.6,1.58,4,kjershe01
353,Andrew Knizner,28,241,STL,-3.3,-0.3,246,-1.1,3.2,-4.3,0.91,-0.5,-0.7,-0.30%,0.40%,-0.70%,0.22,-1.40%,-8.6,-0.8,0.96,-6.2,0.48,2,kniznan01
354,Taylor Kohlwey*,28,13,SDP,-2,-0.2,13,-0.4,0,-0.4,1.19,-0.2,-0.1,-0.10%,0.00%,-0.10%,0.49,-0.10%,-2.8,-0.3,0.92,-2.5,0,1,kohlwta01
355,Ryan Kreidler,25,18,DET,-3.5,-0.4,18,-0.4,0,-0.4,0.89,-0.3,-0.1,-0.20%,0.00%,-0.20%,0.73,-0.10%,-4.4,-0.4,0.93,-3.9,,0,kreidry01
356,Steven Kwan*,25,718,CLE,2,0.2,752,0.6,13.5,-12.8,1.06,-0.3,0.9,0.20%,5.80%,-5.60%,0.77,0.10%,4.7,0.5,0.94,-2.2,1.88,2,kwanst01
357,Tommy La Stella*,34,24,SEA,-1.2,-0.1,24,-0.1,0.4,-0.5,1.39,-0.1,0,-0.10%,0.20%,-0.30%,1.15,0.00%,-1.6,-0.2,0.93,-1.3,3.03,6,lasteto01
358,Jake Lamb*,32,54,LAA,-2.8,-0.3,55,0.1,0.9,-0.8,0.82,-0.1,0.2,0.00%,0.60%,-0.50%,0.86,0.10%,-1.9,-0.2,0.96,-1.5,1.64,3,lambja01
359,Shea Langeliers,25,490,OAK,-5.8,-0.6,499,0,9.1,-9.1,1.02,-0.8,0.8,0.10%,0.70%,-0.60%,0.12,1.00%,-7.8,-0.8,0.94,-12.1,1.92,5,langesh01
360,Trevor Larnach*,26,212,MIN,-0.5,-0.1,216,-0.6,3.8,-4.4,1.13,0.1,-0.6,-0.40%,2.00%,-2.40%,1.05,-0.50%,5.7,0.6,0.93,-0.1,1.97,8,larnatr01
361,Ramón Laureano,28,404,TOT,-3.8,-0.4,422,0,7.6,-7.6,1.05,-0.5,0.4,0.00%,1.30%,-1.40%,0.3,0.00%,-2.7,-0.3,0.95,-6.1,1.41,8,laurera01
362,Ramón Laureano,28,246,OAK,-5.1,-0.5,256,-1,3.9,-4.9,1.02,-0.6,-0.4,-0.30%,0.40%,-0.70%,0.22,-1.20%,-7.7,-0.8,0.94,-8.3,0.9,5,laurera01
363,Ramón Laureano,28,158,CLE,1.3,0.1,166,1,3.7,-2.7,1.09,0.1,0.8,0.20%,0.90%,-0.70%,0.44,0.50%,4.9,0.5,0.97,2.2,2.25,3,laurera01
364,Jordan Lawlar,20,34,ARI,-4.6,-0.5,37,-0.6,0.2,-0.9,1.28,-0.5,0,-0.60%,0.20%,-0.80%,2.03,0.00%,-5.1,-0.5,0.93,-5.3,,0,lawlajo01
365,Korey Lee,24,70,CHW,-11.3,-1.1,70,-0.9,0.3,-1.2,0.77,-1.1,-0.1,0.00%,0.00%,0.00%,0,,-11.7,-1.2,0.82,-12.9,,0,leeko01
366,DJ LeMahieu,34,562,NYY,-2.3,-0.2,569,-0.6,8.8,-9.4,0.92,-0.9,0.2,-0.60%,3.20%,-3.80%,0.61,-0.50%,-14.2,-1.4,0.91,-9.8,1.77,5,lemahdj01
367,Sandy León#,34,44,TEX,-5.5,-0.6,44,-0.3,0.2,-0.6,0.6,-0.6,0,-0.20%,0.20%,-0.40%,0.73,0.00%,-5.8,-0.6,0.95,-6.4,0,1,leonsa01
368,Josh Lester*,28,23,BAL,-2.6,-0.3,23,-0.2,0.3,-0.5,1.09,-0.2,0,-0.10%,0.20%,-0.30%,1.18,0.00%,0,0,1.1,-1.6,2.38,3,lestejo02
369,Kyle Lewis,27,54,ARI,-5.5,-0.5,54,-0.2,0.7,-0.9,0.88,-0.7,0.4,-0.10%,0.40%,-0.60%,0.92,0.30%,-6.2,-0.6,0.89,-7.6,1.45,5,lewisky01
370,Royce Lewis,24,239,MIN,14.2,1.4,247,1.6,6.6,-5,1.17,0.7,0.7,0.80%,3.00%,-2.20%,0.89,0.50%,15.9,1.5,1,9.3,0.36,2,lewisro02
371,Francisco Lindor#,29,687,NYM,17.5,1.7,734,1.4,13.1,-11.7,1.01,2.1,-0.7,0.30%,4.30%,-4.00%,0.54,-0.40%,22.6,2.2,0.94,25.6,1.87,0,lindofr01
372,Andre Lipcius,25,38,DET,0.1,0,39,0.1,0.5,-0.5,0.82,0,0,0.00%,0.00%,0.00%,0.02,-0.20%,0.4,0,0.99,0.1,1.3,4,lipcian01
373,Tim Locastro,30,67,NYM,0.3,0,75,-0.1,1,-1.2,1.1,0.2,-0.3,0.00%,0.20%,-0.10%,0.29,0.10%,0.3,0,0.93,1.6,0.18,3,locasti01
374,Nick Loftin,24,68,KCR,2,0.2,70,0.2,1,-0.8,0.73,0.3,0.1,0.00%,0.00%,0.00%,0,,6.3,0.6,0.97,3.6,1.23,2,loftini01
375,Evan Longoria,37,237,ARI,-2.1,-0.2,237,-0.4,4,-4.4,0.95,-0.1,-0.4,-0.40%,2.90%,-3.30%,1.19,-0.30%,-12.9,-1.3,0.92,-3.1,2.38,11,longoev01
376,Alejo López#,27,2,CIN,0.6,0.1,2,0.1,0.1,0,1.06,0.1,0,0.00%,0.10%,0.00%,1.13,0.00%,0.8,0.1,0.88,0.6,,0,lopezal03
377,Irving Lopez*,28,12,STL,-3.1,-0.3,12,-0.3,0,-0.3,0.89,-0.3,-0.1,0.00%,0.00%,0.00%,0,,-4,-0.4,1.09,-3.6,0,1,lopezir01
378,Nicky Lopez*,28,262,TOT,-7.3,-0.7,274,0.3,4.5,-4.1,0.99,-0.5,0.8,0.10%,0.50%,-0.50%,0.18,0.50%,1.9,0.2,0.92,-4.4,2.55,4,lopezni01
379,Nicky Lopez*,28,190,KCR,-6.5,-0.6,197,0,3.3,-3.3,1.09,-0.4,0.4,0.00%,0.50%,-0.40%,0.22,0.30%,-2,-0.2,0.91,-5.1,2.55,4,lopezni01
